FID;ET_X;ET_Y
1,425;-146.816669999999990;70.167860000000005
1,426;-146.736230000000010;70.166219999999996
1,427;-146.547100000000000;70.183779999999999
1,428;-146.427600000000010;70.181349999999995
1,429;-145.987650000000000;70.131370000000004
1,430;-145.806009999999990;70.135080000000002
1,431;-145.619470000000010;70.087280000000007
1,432;-145.583490000000010;70.049830000000000
1,433;-145.504780000000010;70.051429999999996
1,434;-145.433500000000010;70.033169999999998
1,435;-145.353680000000000;70.013710000000003
1,436;-144.956539999999990;69.981330000000000
1,437;-144.824999999999990;69.984009999999998
1,438;-144.642740000000000;69.980289999999997
1,439;-144.452769999999990;70.028980000000004
1,440;-144.117359999999990;70.050860000000000
1,441;-144.037070000000000;70.049229999999994
1,442;-143.801340000000010;70.085909999999998
1,443;-143.640109999999990;70.082620000000006
1,444;-143.365219999999990;70.104219999999998
1,445;-143.092289999999990;70.098650000000006
1,446;-142.966829999999990;70.066500000000005
1,447;-142.816499999999990;70.050169999999994
1,448;-142.672789999999990;70.029169999999993
1,449;-142.578869999999990;69.980779999999996
1,450;-142.385480000000000;69.918030000000002
1,451;-142.350169999999990;69.899829999999994
1,452;-142.278709999999990;69.865170000000006
1,453;-142.116500000000000;69.833500000000001
1,454;-142.050170000000010;69.816500000000005
1,455;-141.752340000000000;69.784139999999994
1,456;-141.683500000000010;69.766499999999994
1,457;-141.599830000000000;69.750169999999997
1,458;-141.507610000000000;69.712760000000003
1,459;-141.386339999999990;69.650289999999998
1,460;-141.281540000000010;69.633499999999998
1,461;-141.216829999999990;69.666830000000004
1,462;-141.180229999999990;69.683170000000004
1,463;-141.013530000000000;69.640450000000001
1,464;-140.699829999999990;69.616829999999993
1,465;-140.445629999999990;69.596860000000007
1,466;-139.828499999999990;69.609449999999995
1,467;-139.693659999999990;69.581829999999997
1,468;-139.600169999999990;69.549830000000000
1,469;-139.333170000000000;69.533500000000004
1,470;-139.283500000000000;69.516499999999994
1,471;-139.148889999999990;69.494590000000002
1,472;-139.066830000000010;69.466499999999996
1,473;-139.016500000000010;69.450170000000000
1,474;-138.998930000000000;69.431880000000007
1,475;-138.824670000000000;69.375330000000005
1,476;-138.695500000000010;69.331119999999999
1,477;-138.600169999999990;69.266499999999994
1,478;-138.479770000000000;69.242999999999995
1,479;-138.401739999999990;69.283190000000005
1,480;-138.315840000000010;69.299830000000000
1,481;-138.272300000000000;69.210070000000002
1,482;-138.178020000000000;69.164330000000007
1,483;-137.983170000000000;69.116829999999993
1,484;-137.933500000000010;69.099829999999997
1,485;-137.878369999999990;69.081940000000003
1,486;-137.678689999999990;69.049440000000004
1,487;-137.550170000000010;69.016499999999994
1,488;-137.430720000000010;68.997060000000005
1,489;-137.200170000000010;68.949830000000006
1,490;-137.013589999999990;68.919460000000001
1,491;-136.731580000000010;68.834119999999999
1,492;-136.464869999999990;68.816829999999996
1,493;-136.372800000000010;68.864260000000002
1,494;-136.104829999999990;68.786709999999999
1,495;-136.016809999999990;68.816839999999999
1,496;-135.983330000000000;68.816159999999996
1,497;-135.949999999999990;68.816839999999999
1,498;-135.848330000000000;68.814760000000007
1,499;-135.810840000000010;68.737470000000002
1,500;-135.576840000000000;68.714590000000001
1,501;-135.451750000000000;68.650139999999993
1,502;-135.366500000000000;68.633499999999998
1,503;-135.275920000000010;68.614949999999993
1,504;-135.079289999999990;68.618960000000001
1,505;-135.033500000000000;68.669830000000005
1,506;-135.266830000000000;68.766499999999994
1,507;-135.333599999999990;68.811760000000007
1,508;-135.332990000000000;68.841669999999993
1,509;-135.333509999999990;68.866829999999993
1,510;-135.266500000000010;68.883170000000007
1,511;-135.204199999999990;68.904489999999996
1,512;-135.183500000000010;68.961460000000002
1,513;-135.316830000000010;68.983170000000001
1,514;-135.333170000000000;69.033500000000004
1,515;-135.352239999999990;69.070530000000005
1,516;-135.551170000000010;69.066469999999995
1,517;-135.591690000000000;69.024299999999997
1,518;-135.668460000000010;69.000169999999997
1,519;-135.716500000000000;69.050169999999994
1,520;-135.859309999999990;69.110789999999994
1,521;-135.941710000000000;69.173320000000004
1,522;-135.906880000000000;69.216499999999996
1,523;-135.652670000000000;69.102699999999999
1,524;-135.524270000000000;69.083500000000001
1,525;-135.500170000000000;69.134159999999994
1,526;-135.566830000000010;69.166499999999999
1,527;-135.574999999999990;69.174999999999997
1,528;-135.482429999999990;69.214290000000005
1,529;-135.484060000000000;69.293859999999995
1,530;-135.264940000000000;69.227549999999994
1,531;-135.122999999999990;69.276129999999995
1,532;-135.100169999999990;69.300849999999997
1,533;-135.211890000000010;69.298569999999998
1,534;-135.283170000000010;69.316829999999996
1,535;-135.500170000000000;69.349829999999997
1,536;-135.533170000000010;69.378200000000007
1,537;-135.458630000000000;69.402389999999997
1,538;-135.283330000000010;69.398809999999997
1,539;-135.103860000000000;69.402469999999994
1,540;-135.009719999999990;69.466290000000001
1,541;-166.224999999999990;68.916499999999999
1,542;-165.772210000000000;68.877949999999998
1,543;-165.394000000000010;68.885670000000005
1,544;-164.634960000000010;68.924419999999998
1,545;-164.431160000000010;68.950469999999996
1,546;-164.358330000000000;68.948980000000006
1,547;-164.251350000000000;68.951160000000002
1,548;-164.033500000000000;69.000169999999997
1,549;-163.949829999999990;69.016499999999994
1,550;-163.785259999999990;69.083250000000007
1,551;-163.659780000000010;69.100769999999997
1,552;-163.466829999999990;69.200170000000000
1,553;-163.211639999999990;69.308499999999995
1,554;-163.147950000000010;69.351669999999999
1,555;-163.100169999999990;69.450170000000000
1,556;-163.049770000000000;69.516580000000005
1,557;-163.070330000000010;69.596810000000005
1,558;-163.033760000000000;69.631940000000000
1,559;-163.016240000000010;69.668059999999997
1,560;-162.982830000000010;69.700159999999997
1,561;-162.983510000000000;69.733490000000003
1,562;-162.944590000000010;69.790899999999993
1,563;-162.766500000000010;69.866500000000002
1,564;-162.733499999999990;69.883499999999998
1,565;-162.683169999999990;69.899829999999994
1,566;-162.550170000000010;69.950170000000000
1,567;-162.493290000000000;69.968620000000001
1,568;-162.466829999999990;70.050169999999994
1,569;-162.316499999999990;70.066500000000005
1,570;-162.286949999999990;70.127409999999998
1,571;-162.166500000000010;70.166499999999999
1,572;-162.116999999999990;70.191999999999993
1,573;-162.063600000000010;70.217910000000003
1,574;-161.949810000000010;70.295040000000000
1,575;-161.881540000000000;70.316500000000005
1,576;-161.814249999999990;70.281829999999999
1,577;-161.791670000000010;70.258330000000001
1,578;-161.849380000000000;70.225059999999999
1,579;-161.801170000000010;70.186480000000003
1,580;-161.679129999999990;70.231300000000005
1,581;-161.500620000000000;70.250619999999998
1,582;-161.282710000000010;70.266050000000007
1,583;-161.159570000000000;70.292910000000006
1,584;-160.907999999999990;70.338800000000006
1,585;-160.677320000000010;70.405789999999996
1,586;-160.551860000000000;70.451859999999996
1,587;-160.346900000000010;70.513570000000001
1,588;-160.113229999999990;70.599379999999996
1,589;-159.918489999999990;70.581040000000002
1,590;-159.913510000000000;70.518969999999996
1,591;-160.049380000000010;70.498270000000005
1,592;-160.033950000000000;70.482709999999997
1,593;-159.967289999999990;70.452969999999993
1,594;-159.984219999999990;70.412440000000004
1,595;-160.017290000000000;70.383949999999999
